|6.6.6
in17a_1.tab                                                                                         
           2
T(K)    
   673.000800000000     
   8.08079191920000     
         100
P(bar)  
   30000.0500000000     
   505.049494950000     
         100
           5
rho,kg/m3      vp,km/s        vs,km/s        C1M(HP)        M(HP),vo%     
  3427.783       7.966366       4.424086      0.6317315       6.618188    
  3426.964       7.963052       4.421768      0.6317315       6.619271    
  3434.378       7.985935       4.441565      0.6257759       6.632173    
  3433.563       7.982593       4.439246      0.6257759       6.633250    
  3449.310       8.030756       4.481458       0.000000       6.648353    
  3450.454       8.034711       4.484114       0.000000       6.647760    
  3456.908       8.054459       4.501205       0.000000       6.651662    
  3465.365       8.073236       4.518843      0.4894673       6.063264    
  3475.487       8.091088       4.536698      0.4835588       4.982174    
  3484.234       8.104523       4.551286      0.4761344       3.952497    
  3492.699       8.116383       4.564797      0.4678965       2.901311    
  3501.417       8.130021       4.579407      0.4601499       1.910948    
  3503.997       8.127044       4.579732      0.4561325       1.205485    
  3502.435       8.113644       4.570698      0.4550999      0.7246500    
  3500.827       8.099974       4.561500      0.4543789      0.2306885    
  3499.689       8.090802       4.555570                NaN            NaN
  3498.922       8.085728       4.552545                NaN            NaN
  3498.473       8.081540       4.550119                NaN            NaN
  3498.106       8.077196       4.547753                NaN            NaN
  3497.623       8.072814       4.545282                NaN            NaN
  3496.709       8.067633       4.542143                NaN            NaN
  3496.354       8.063385       4.539830                NaN            NaN
  3496.131       8.059450       4.537750                NaN            NaN
  3496.244       8.056070       4.536195                NaN            NaN
  3497.182       8.054220       4.535963                NaN            NaN
  3498.357       8.052739       4.536098                NaN            NaN
  3496.666       8.046266       4.531871                NaN            NaN
  3497.429       8.044357       4.531558                NaN            NaN
  3498.500       8.043033       4.531749                NaN            NaN
  3502.064       8.046389       4.536026                NaN            NaN
  3501.673       8.042353       4.533939                NaN            NaN
  3503.875       8.043275       4.536172                NaN            NaN
  3509.115       8.050399       4.543690                NaN            NaN
  3512.992       8.054796       4.548997                NaN            NaN
  3514.522       8.054822       4.550477                NaN            NaN
  3520.203       8.063280       4.559294                NaN            NaN
  3522.002       8.063909       4.561468                NaN            NaN
  3520.490       8.057608       4.557621                NaN            NaN
  3518.961       8.051199       4.553766                NaN            NaN
  3517.473       8.044937       4.550030                NaN            NaN
  3515.939       8.038540       4.546171                NaN            NaN
  3514.448       8.032301       4.542426                NaN            NaN
  3512.945       8.026040       4.538656                NaN            NaN
  3511.426       8.019715       4.534860                NaN            NaN
  3509.950       8.013626       4.531173                NaN            NaN
  3508.528       8.007667       4.527633                NaN            NaN
  3507.003       8.001424       4.523840                NaN            NaN
  3505.570       7.995481       4.520285                NaN            NaN
  3504.088       7.989295       4.516605                NaN            NaN
  3502.700       7.983592       4.513178                NaN            NaN
  3501.180       7.977313       4.509401                NaN            NaN
  3499.752       7.971350       4.505909                NaN            NaN
  3498.276       7.965285       4.502275                NaN            NaN
  3496.830       7.959325       4.498717                NaN            NaN
  3495.423       7.953502       4.495258                NaN            NaN
  3494.021       7.947765       4.491808                NaN            NaN
  3492.618       7.941991       4.488360                NaN            NaN
  3491.163       7.936025       4.484804                NaN            NaN
  3490.028       7.931307       4.482004                NaN            NaN
  3490.079       7.992715       4.530754                NaN            NaN
  3489.356       7.989468       4.528714                NaN            NaN
  3487.934       7.983544       4.525193                NaN            NaN
  3486.490       7.977576       4.521652                NaN            NaN
  3485.049       7.971524       4.518071                NaN            NaN
  3483.684       7.965884       4.514721                NaN            NaN
  3482.311       7.960154       4.511323                NaN            NaN
  3480.922       7.954397       4.507921                NaN            NaN
  3479.522       7.948578       4.504480                NaN            NaN
  3478.182       7.942938       4.501164                NaN            NaN
